date_time,absolute_humidity,deg_C,relative_humidity,sensor_1,sensor_2,sensor_3,sensor_4,sensor_5,target_benzene,target_carbon_monoxide,target_nitrogen_oxides,month,week,is_weekend,hour
2010/6/9 9:00,1.3488,24.3,42.6,1249,1150.6,722,2006.9,1455.4,17.3,2.9,270.3,6,23,0,9
2010/6/9 10:00,1.3795,30.1,30.8,1292.3,1263.2,696.3,2100.2,1554.3,18.5,3.3,259.4,6,23,0,10
2010/6/9 11:00,1.4069,33,25.9,1138.3,1203.4,668.3,2070.6,1283.4,17.1,2.6,192.8,6,23,0,11
2010/6/9 12:00,1.4478,36.8,21.6,1172.2,1332.4,715,1920,1403.9,19.2,2.8,159.6,6,23,0,12
2010/6/9 13:00,1.2917,39.9,18.8,1123.8,1216.2,764.3,2033.8,1294.9,16.7,2.6,186.7,6,23,0,13
2010/6/9 14:00,1.1485,39.4,15.6,1088.8,1171.8,839.4,1866.7,1063.6,13.4,2.3,150.7,6,23,0,14
2010/6/9 15:00,1.1896,37.9,16.7,1043.7,971.5,929.8,1648.4,824.2,10.7,1.8,119.8,6,23,0,15
2010/6/9 16:00,1.0494,39.9,13.8,1020.4,1049.6,913.9,1658.3,844.4,11.5,1.9,142.8,6,23,0,16
2010/6/9 17:00,1.1867,37.2,15.5,1222.6,1353.4,664,2108.4,1229,22.9,3.7,218.5,6,23,0,17
2010/6/9 18:00,1.4672,35.1,24.1,1387,1478.1,545,2265.1,1649,26.5,4.7,257.6,6,23,0,18
2010/6/9 19:00,1.4213,35.7,26.9,1289.1,1531.7,657.2,2238.9,1557.1,25.1,4.5,277.3,6,23,0,19
2010/6/9 20:00,1.3983,32.2,31.6,1271,1244.4,660.2,2099.8,1429.9,18.2,3.6,224.7,6,23,0,20
2010/6/9 21:00,1.3549,29.3,34.6,1070.4,1165.5,702.2,1856.1,1150.4,14.4,2.6,140.4,6,23,0,21
2010/6/9 22:00,1.3154,25.2,40.5,1075.6,1089.9,845.2,1674.8,1026,12.3,1.9,102.3,6,23,0,22
2010/6/9 23:00,1.2822,26.9,39.7,944.6,956.9,880.3,1736.7,825.2,8.3,1.5,83,6,23,0,23
2010/6/10 0:00,1.2839,25.3,44.2,928.6,872.2,917.8,1574.9,681.9,7.4,1,49,6,23,0,0
2010/6/10 1:00,1.3328,22.5,42.4,816.5,758.5,1001.1,1618.6,574.1,5,0.7,25.6,6,23,0,1
2010/6/10 2:00,1.3752,20.9,55.4,965,758.6,1025,1582,806,5.9,1.1,45.6,6,23,0,2
2010/6/10 3:00,1.3565,19.5,58.3,869.4,737.4,1030.8,1542.9,620.2,3.8,0.6,35.1,6,23,0,3
2010/6/10 4:00,1.3352,21.3,56.7,830.3,679.7,1149.4,1488,627.6,3.5,0.6,34,6,23,0,4
2010/6/10 5:00,1.3328,20.3,58.2,880.7,797.6,1041,1607,874,5.2,0.9,79.5,6,23,0,5
2010/6/10 6:00,1.3095,20.2,58.9,882.6,891.8,878.1,1762.3,953.5,9,1.2,94.9,6,23,0,6
2010/6/10 7:00,1.3848,21.5,56.1,1177.9,1343.7,700.7,2003.5,1273.9,20.5,2.9,226.8,6,23,0,7
2010/6/10 8:00,1.4152,22.8,50,1346.4,1482.9,534.1,2626,1609.7,30.1,4.6,284.2,6,23,0,8
2010/6/10 9:00,1.4544,24.1,45.2,1252.1,1334.8,580.1,2408.6,1705.6,25.3,4.2,326.6,6,23,0,9
2010/6/10 10:00,1.4414,30.1,36,1243.8,1232.2,719.1,1901.8,1421.5,16.4,2.9,236.3,6,23,0,10
2010/6/10 11:00,1.3859,34.5,28,1071.4,1157.1,785.4,1980.1,1179.8,14,2.4,147.6,6,23,0,11
2010/6/10 12:00,1.4806,36.5,25.3,1268.8,1214.9,736.4,1838.2,1224,15.8,2.7,153.4,6,23,0,12
2010/6/10 13:00,1.502,36.4,23,1182,1131.2,727.6,1893,1018.4,13.7,2.4,141.1,6,23,0,13
2010/6/10 14:00,1.3306,39.3,18.5,1085.3,1137.4,711.8,1846.8,1221.1,16.2,2.6,146,6,23,0,14
2010/6/10 15:00,1.2774,37.6,16.3,1199.1,1109,813.3,1663.8,973.7,14.1,2.3,147,6,23,0,15
2010/6/10 16:00,1.363,39.6,17.5,1133.9,1105,810.2,1809.9,952.5,13.5,2.4,129.3,6,23,0,16
2010/6/10 17:00,1.29,37.3,18.6,1223,1262.6,703.5,2136.2,1320,22,3.4,229.8,6,23,0,17
2010/6/10 18:00,1.2792,35.1,22.3,1344.6,1363.9,649.9,2270.3,1479.4,24.3,4.8,308.5,6,23,0,18
2010/6/10 19:00,1.2923,32.8,24.9,1414.2,1368,641.4,2248.5,1540.2,24.9,4.7,373.9,6,23,0,19
2010/6/10 20:00,1.2388,29.4,26.2,1302.9,1406.9,687.8,2253.3,1435.4,22.2,4.8,317.1,6,23,0,20
2010/6/10 21:00,1.176,27.8,30.6,1119.4,1030,793,1687.7,1088.8,12.2,2.3,172.8,6,23,0,21
2010/6/10 22:00,1.1605,25,32.2,1071.4,1066.8,775.7,1734.7,1160.9,13.6,2.4,149.2,6,23,0,22
2010/6/10 23:00,1.0968,26.3,32.1,1128.1,1077.1,736,1813,1129.9,13.9,2.7,210.1,6,23,0,23
2010/6/11 0:00,1.2065,24.7,41.7,997.6,982.1,889.3,1607.4,1158.2,9.8,1.5,106.1,6,23,0,0
2010/6/11 1:00,1.1764,23.5,39.5,955.8,888.8,851,1725.7,1043.4,7.7,1.2,69.3,6,23,0,1
2010/6/11 2:00,1.1639,24.1,40.1,807,701.4,1092,1363.2,749.7,3.4,0.6,38.9,6,23,0,2
2010/6/11 3:00,1.1952,23.8,46,779.1,620,1199.5,1304.8,574.7,2.6,0.5,28.7,6,23,0,3
2010/6/11 4:00,1.1553,23.3,45.2,757.4,604.3,1088.7,1378.9,663,2.7,0.4,37.1,6,23,0,4
2010/6/11 5:00,1.1364,17.9,49.9,767.2,751.5,1092,1550.6,780.5,4,0.6,70,6,23,0,5
2010/6/11 6:00,1.1525,19.4,53.4,884.6,823.7,867.6,1559.8,902.9,6.6,0.9,95.7,6,23,0,6
2010/6/11 7:00,1.1474,20.9,49.6,1325.6,1410.8,571.2,2399.8,1584.7,26.3,4.3,318.7,6,23,0,7
2010/6/11 8:00,1.1667,21.4,43.6,1382.1,1602.3,601,2397,1740.9,30.1,5.1,309.7,6,23,0,8
2010/6/11 9:00,1.1548,24.6,34.7,1300,1255.8,619.4,2146.1,1445.8,20.2,4.2,280.1,6,23,0,9
2010/6/11 10:00,1.1509,29.4,26.4,1027.6,1003.5,819.5,1649.8,1121.3,13.5,2.2,149.2,6,23,0,10
2010/6/11 11:00,1.1248,34.7,21.6,1140.6,1033.9,817,1751.3,1012.9,11.7,2,137.2,6,23,0,11
2010/6/11 12:00,1.1422,34.1,19.4,1096,1054.4,785,1706.2,928.2,13,1.9,124.8,6,23,0,12
2010/6/11 13:00,1.1389,34.6,18.2,1060.2,1061.2,757.2,1715.9,930.2,12.9,2,111.2,6,23,0,13
2010/6/11 14:00,1.0435,38.4,16.9,1027,1087.3,828.6,1655.2,830.3,11.6,1.8,105.7,6,23,0,14
2010/6/11 15:00,0.9413,38.9,14,995.2,1074.2,890.4,1587.8,1408,13.3,1.8,129,6,23,0,15
2010/6/11 16:00,0.9005,35.7,14.9,994.7,1051.4,850.7,1651.3,863.9,12.1,2,124.5,6,23,0,16
2010/6/11 17:00,0.8323,34.3,14.7,1048.6,1224.3,815.4,1657.2,915.8,14.9,2.5,185,6,23,0,17
2010/6/11 18:00,0.7502,32.1,13.6,1074,1333.5,822.6,1759.7,1119.6,18.9,3.3,236.9,6,23,0,18
2010/6/11 19:00,0.8302,29.9,18.7,1101.5,1276.1,749.7,1844.4,1199.9,19.5,3.3,275.6,6,23,0,19
2010/6/11 20:00,0.8702,28.2,22.9,1099.9,1331.4,765,1888,1268.8,18,3.2,274,6,23,0,20
2010/6/11 21:00,0.7962,28.3,21.2,1093.9,1135.7,762.2,1748.3,1302.7,15.8,3.1,221.2,6,23,0,21
2010/6/11 22:00,0.7796,23.5,25.6,1104.2,1067.6,821.1,1699.8,1112.4,14.2,2.8,171,6,23,0,22
2010/6/11 23:00,0.8429,26.4,25.6,982.8,923.3,940.5,1401.4,976.3,7.7,1.4,110.2,6,23,0,23
2010/6/12 0:00,0.922,23.3,30.9,1047.3,965.1,947.6,1589.3,1068.5,8.5,1.3,103.9,6,23,1,0
2010/6/12 1:00,0.9349,22.8,31.1,905.5,864.2,890,1467.5,883,6.7,0.8,58.7,6,23,1,1
2010/6/12 2:00,0.9467,23.9,31,797,739.5,1073,1450.1,701.4,4.3,0.6,37.1,6,23,1,2
2010/6/12 3:00,0.9441,22.4,32.7,850.8,619.4,1053.6,1268.1,673.1,3,0.5,36.6,6,23,1,3
2010/6/12 4:00,0.9725,21.6,39.4,904.2,737.5,1109.8,1442.3,678.7,4,0.5,47.2,6,23,1,4
2010/6/12 5:00,1.0027,18.8,43.8,890.5,761.4,936,1463,920.2,6.1,0.8,92.2,6,23,1,5
2010/6/12 6:00,1.0524,18.4,45.5,863.3,775.2,931,1429.4,841.7,5.5,0.7,62.6,6,23,1,6
2010/6/12 7:00,1.0625,21.3,39.3,856.4,737,1045.8,1523.6,862.1,5.1,0.6,67.6,6,23,1,7
2010/6/12 8:00,1.0449,20.7,39.3,982.9,946.4,799,1686.9,1065.3,9.3,1.3,120,6,23,1,8
2010/6/12 9:00,1.0772,25.4,35.1,1111.8,1022.7,768.4,1753.2,1214.8,13.9,1.8,157,6,23,1,9
2010/6/12 10:00,1.0884,28,29.8,1157.5,1130.2,716.2,1695.4,1272,13.1,2.1,169.3,6,23,1,10
2010/6/12 11:00,1.1271,30,24.5,1132.2,1031.2,803.6,1741.2,951.6,11.2,1.8,117.8,6,23,1,11
2010/6/12 12:00,1.2023,30.9,24,1081,949.6,849,1649,907,9.7,1.8,114.4,6,23,1,12
2010/6/12 13:00,1.2093,36.9,21.4,992.3,1019.7,877.2,1707.7,834.1,9,1.6,93.1,6,23,1,13
2010/6/12 14:00,1.1995,33.5,19.5,967.7,831.4,918.3,1573,702,7.5,1.1,60.9,6,23,1,14
2010/6/12 15:00,1.2423,35.2,20.1,1019.5,868.6,883.1,1582,815.8,9.1,1.2,71.8,6,23,1,15
2010/6/12 16:00,1.2515,35.7,19.5,1060.4,910.8,816.9,1694.8,793.5,9.3,1.5,73.7,6,23,1,16
2010/6/12 17:00,1.267,34.1,23.7,1062.8,906,919,1669.2,667.4,7.4,1.4,59.2,6,23,1,17
2010/6/12 18:00,1.3229,33.5,26.5,1022,765.4,896.5,1615,631,5.9,1.2,52.5,6,23,1,18
2010/6/12 19:00,1.3919,29.4,35.8,952.3,877.7,954.7,1601,647.4,6.4,1.1,48.8,6,23,1,19
2010/6/12 20:00,1.3898,25.8,39.7,1100.4,861.1,857.5,1634.2,717.2,6.4,1.1,54.1,6,23,1,20
2010/6/12 21:00,1.4039,26.6,43,1095.4,1032.2,765,1751.8,992.7,11.9,1.8,81.5,6,23,1,21
2010/6/12 22:00,1.4095,27,42.5,1242.8,1141.6,752.9,1804.2,1128,12.3,2.2,133.9,6,23,1,22
2010/6/12 23:00,1.4135,23.2,47.9,1232.6,1091,712,1739.1,1122.7,13.2,2.5,148.5,6,23,1,23
2010/6/13 0:00,1.4262,23.4,47.9,1086,964.9,838.5,1729,926.1,8.9,2,117.2,6,23,1,0
2010/6/13 1:00,1.457,24.6,43.7,1020.6,763.8,955,1539,734,6,1,44.2,6,23,1,1
2010/6/13 2:00,1.4599,25.2,45.8,836,717.6,1031.4,1440,526.3,3.6,0.6,22.8,6,23,1,2
2010/6/13 3:00,1.4476,24.5,50.6,887.9,668.7,1060.5,1482.9,648.7,3.8,0.6,33.5,6,23,1,3
2010/6/13 4:00,1.4499,25.6,48.3,870.2,644.8,1154.6,1541.2,597.8,3.2,0.5,24,6,23,1,4
2010/6/13 5:00,1.4346,23.5,54.1,816.7,608.9,1249.4,1487.3,527.4,2.1,0.4,21.4,6,23,1,5
2010/6/13 6:00,1.2259,21,46.2,741.2,526.7,1510,1266.2,418.2,1.4,0.4,25,6,23,1,6
2010/6/13 7:00,1.2005,21.2,48.8,796,520.7,1518.7,1269.1,388.1,1.3,0.4,23.8,6,23,1,7
2010/6/13 8:00,1.1152,20.3,43.5,713.3,514.8,1449.7,1299.9,384.5,1.2,0.4,30.3,6,23,1,8
2010/6/13 9:00,0.9882,21.2,37.9,823.2,578.9,1503.8,1221.7,392.9,1.8,0.5,41.6,6,23,1,9
2010/6/13 10:00,0.9371,21.6,37.4,778.6,646.9,1301.8,1267.8,440.6,2.6,0.6,52.5,6,23,1,10
2010/6/13 11:00,0.9842,21.3,37.5,812.9,626.2,1214.5,1245.5,507,2.3,0.7,59.5,6,23,1,11
2010/6/13 12:00,0.8921,25.6,31.1,870.3,625.7,1372.7,1210.9,492.4,2.8,0.7,64.3,6,23,1,12
2010/6/13 13:00,0.991,22.5,36.3,793,602.2,1393.8,1250.9,439.8,1.9,0.6,45.1,6,23,1,13
2010/6/13 14:00,1.0019,23.7,33.4,817.8,584,1426,1358.2,426.3,1.8,0.5,36.8,6,23,1,14
2010/6/13 15:00,1.04,21.3,40.6,788.2,644.7,1269.7,1336.5,421.4,2.4,0.6,46.8,6,23,1,15
2010/6/13 16:00,1.0865,20.7,40.4,849,659.4,1210.3,1392.8,466.6,2.8,0.8,56.2,6,23,1,16
2010/6/13 17:00,1.0949,20.6,41,809.4,657.5,1308.3,1331.5,455.9,3.1,0.8,57.6,6,23,1,17
2010/6/13 18:00,1.047,21.9,43.8,897.8,599.8,1220.1,1404.9,456,3,1,74.6,6,23,1,18
2010/6/13 19:00,1.0045,20.7,41.7,883,661.5,1263.6,1405.6,457.8,3.5,1,63.6,6,23,1,19
2010/6/13 20:00,1.0392,18.9,41.5,908.2,680.1,1238.6,1429.6,510.6,3.5,1,78,6,23,1,20
2010/6/13 21:00,1.0538,19.7,44.7,788.6,668.3,1097.4,1431.1,514.8,3.3,0.9,61.8,6,23,1,21
2010/6/13 22:00,1.0424,19.6,47.1,847.4,593.9,1299.8,1377.1,431.2,2.4,0.7,45,6,23,1,22
2010/6/13 23:00,1.0244,20,42.1,838.4,633.3,1331.1,1391.5,450.5,2.5,0.8,45.5,6,23,1,23
2010/6/14 0:00,1.0242,19.6,47.3,761.4,547.1,1377,1297.9,442,2,0.7,35,6,24,0,0
2010/6/14 1:00,1.0172,18.9,42.1,785.4,520.2,1485.2,1311.4,381,1.3,0.5,20.1,6,24,0,1
2010/6/14 2:00,1.0363,19.9,44.4,708.8,484,1723.2,1309.1,360.5,0.7,0.3,8.6,6,24,0,2
2010/6/14 3:00,1.063,17.9,49.5,665.5,441.4,1824.5,1202.5,327.3,0.5,0.3,12.1,6,24,0,3
2010/6/14 4:00,1.109,18.5,47.2,724,439,1917,1243.4,321.8,0.5,0.3,11.9,6,24,0,4
2010/6/14 5:00,1.1545,18.5,50.6,770.4,481.8,1651.9,1262,364.8,0.8,0.3,19.7,6,24,0,5
2010/6/14 6:00,1.1596,21.3,50.3,843.6,689.8,1136.2,1379.2,596.8,3.6,0.7,62.7,6,24,0,6
2010/6/14 7:00,1.1389,21.1,46.7,943.8,866.6,969.2,1536.5,794.6,7.3,1.5,130.2,6,24,0,7
2010/6/14 8:00,1.129,21.3,41.4,1052.6,880.6,939.2,1764.9,816.7,9.1,1.7,140.4,6,24,0,8
2010/6/14 9:00,1.1637,22,44,984.7,849.8,1001.9,1451.7,650.5,5.9,1.4,119.6,6,24,0,9
2010/6/14 10:00,1.2039,23.6,38.7,904.3,866.6,903.4,1709.8,786.8,7.4,1.5,120.4,6,24,0,10
2010/6/14 11:00,1.2335,22.9,39.6,942.2,731,1015.7,1568.8,645.7,5.3,1.2,94,6,24,0,11
2010/6/14 12:00,1.2328,25,38.3,942.4,729.4,967.3,1605.8,572.9,5.4,1.2,89.4,6,24,0,12
2010/6/14 13:00,1.2534,24.4,38,955.8,826.4,981.6,1569.2,599.9,5.3,1.3,87.6,6,24,0,13
2010/6/14 14:00,1.2006,26.4,38.8,829.4,712,1100,1376.6,499.7,3.9,1,67.3,6,24,0,14
2010/6/14 15:00,1.1669,25.5,37.2,864.8,767.3,1004.2,1565.5,605.6,5.7,1.5,75.5,6,24,0,15
2010/6/14 16:00,1.1639,22.9,37.1,935.3,850.4,925.9,1656.8,680.7,6.4,1.5,111.2,6,24,0,16
2010/6/14 17:00,1.1665,25.2,41.2,1029.1,1004.2,755.2,1911,911.6,11.5,2.8,141,6,24,0,17
2010/6/14 18:00,1.1759,23.5,38.7,1060,925.9,888.3,1674.2,896.6,10.3,2.2,155.4,6,24,0,18
2010/6/14 19:00,1.1973,22.1,47.6,950.6,861.9,1030.3,1630.5,674.9,6.2,1.6,88.4,6,24,0,19
2010/6/14 20:00,1.1917,20.4,47.4,941.3,815,951.4,1469.8,643.4,5.7,1.4,79.8,6,24,0,20
2010/6/14 21:00,1.1699,20.7,47.1,834,732.4,1168,1529.8,583.4,3.9,1,57.6,6,24,0,21
2010/6/14 22:00,1.1654,20.6,41.9,870,749,1019.3,1576.2,593.6,4.7,1,64.6,6,24,0,22
2010/6/14 23:00,1.1763,21.8,46.5,918.3,765.3,1008.9,1423.2,577.5,5,1.2,62,6,24,0,23
2010/6/15 0:00,1.1742,22,46,894.9,813,1065.6,1455.4,695,5.4,1.1,68,6,24,0,0
2010/6/15 1:00,1.1715,20.3,48.1,744.5,624.3,1311.4,1414,581.4,3,0.7,31.6,6,24,0,1
2010/6/15 2:00,1.168,21.5,45.9,776.6,502.9,1490,1321.6,422,1.4,0.5,20,6,24,0,2
2010/6/15 3:00,1.1546,20.8,44.7,761.3,513.1,1494.5,1400.3,410.1,0.9,0.4,20.3,6,24,0,3
2010/6/15 4:00,1.18,21.8,46.6,777.7,615.3,1246.4,1364.2,495.4,2,0.4,25.2,6,24,0,4
2010/6/15 5:00,1.1994,21.2,47.4,820.9,640.9,1042.1,1464.5,684,2.8,0.5,35.3,6,24,0,5
2010/6/15 6:00,1.1911,19.3,50.2,942.4,833.2,834.2,1551.9,880.8,7.7,1,97.5,6,24,0,6
2010/6/15 7:00,1.2049,21.5,50.3,1196.9,1451.5,628.3,2411.8,1378.3,26.2,4.2,307.9,6,24,0,7
2010/6/15 8:00,1.1508,22.8,37.9,1266.7,1409.8,645.5,2356.2,1444.3,23.8,4,262.6,6,24,0,8
2010/6/15 9:00,1.1421,26.3,34.4,1023.1,1039.3,864.2,1778.4,1055.6,10.8,2.5,170.1,6,24,0,9
2010/6/15 10:00,1.1349,27.9,27.9,1005.9,1004.2,854.8,1851.2,1004,11.2,2.1,177,6,24,0,10
2010/6/15 11:00,1.1399,29.7,27.7,1158.6,1098.3,754.5,1947.3,1106.4,16.2,2.8,185.4,6,24,0,11
2010/6/15 12:00,1.138,33.8,21.7,1085,1241.3,744,1807.1,1110.7,15.7,3,172.3,6,24,0,12
2010/6/15 13:00,1.1135,35.6,21.6,962.6,1054.4,766.3,1849.7,905.5,12.4,2.4,131.6,6,24,0,13
2010/6/15 14:00,1.1036,36,19.6,1017,1078.1,893.4,1782.9,912.7,12.8,1.9,115.9,6,24,0,14
2010/6/15 15:00,1.0898,35.7,19.8,1105.6,1090.9,824.2,1898.4,1020.2,16.7,2.7,192.8,6,24,0,15
2010/6/15 16:00,1.0572,36,18,1001.1,1233.9,750.7,1833.5,1001.3,16.1,2.6,167.3,6,24,0,16
2010/6/15 17:00,1.1688,32.9,22.9,1090.6,1300,736.4,1862.4,1191.4,18.4,3.2,170.3,6,24,0,17
2010/6/15 18:00,1.2507,28.6,27.3,1078,1250.1,754,1967.4,1024.1,16.2,3.1,149.4,6,24,0,18
2010/6/15 19:00,1.2099,28.4,31.2,1120.1,1305.8,639.4,2041,1166.2,20.2,3.5,201.6,6,24,0,19
2010/6/15 20:00,1.2201,25.5,36.2,1104.7,1203.3,704.9,1808.6,997,16.1,2.8,155.2,6,24,0,20
2010/6/15 21:00,1.2524,23.5,36.6,968.6,1065,797.9,1763,869.5,11.5,2,113.3,6,24,0,21
2010/6/15 22:00,1.1966,24.4,42.9,978.7,953.5,870.1,1596,879.2,10.6,2.1,97,6,24,0,22
2010/6/15 23:00,1.2354,22.5,45.3,1070.2,943.4,832.3,1607,920.6,11,2,131.4,6,24,0,23
2010/6/16 0:00,1.4237,22,50.1,1064,898.6,763.3,1876.2,894.7,9.4,1.9,101.5,6,24,0,0
2010/6/16 1:00,1.4659,19.6,58.6,966.3,827.4,873.6,1546.3,801.9,7,1.4,56.7,6,24,0,1
2010/6/16 2:00,1.457,22.4,54.6,837.1,659.4,992.6,1491.6,629,3.9,0.8,34,6,24,0,2
2010/6/16 3:00,1.4189,21.4,56.1,856.8,660.5,1169,1474.1,620.1,2.9,0.6,29.4,6,24,0,3
2010/6/16 4:00,1.3878,21.3,62.4,828.2,644.8,1100,1382.7,593.8,2.5,0.6,24,6,24,0,4
2010/6/16 5:00,1.3682,22.4,53.4,858.6,648.7,1139.7,1505.9,624.8,2.5,0.5,25.9,6,24,0,5
2010/6/16 6:00,1.3753,20,57.4,898.6,832,890.8,1689.2,832.8,6.5,1,67.9,6,24,0,6
2010/6/16 7:00,1.4226,20.7,59.2,1244,1303,646.4,2084,1181.6,18.7,2.5,167.2,6,24,0,7
2010/6/16 8:00,1.4442,22.9,55.5,1497.6,1618.2,537.7,2656.5,1592.2,31.4,5.3,303.8,6,24,0,8
2010/6/16 9:00,1.3802,23.9,49.3,1203.6,1076.3,713,1967.6,1167.2,14.6,3.1,221,6,24,0,9
2010/6/16 10:00,1.3705,26.3,37.2,1137.3,1015.7,780.3,1841.4,1039.8,11.6,2.4,169.7,6,24,0,10
2010/6/16 11:00,1.314,29,33.7,974.8,891.8,916.2,1586.5,705.9,7.9,1.8,103.6,6,24,0,11
2010/6/16 12:00,1.2958,30.7,30,1021.7,968.2,853.4,1668.9,747.7,9.5,1.8,108.1,6,24,0,12
2010/6/16 13:00,1.2547,32.7,24.3,1054.4,1061.8,717.2,1912.6,896.9,13.4,2.2,120,6,24,0,13
2010/6/16 14:00,1.2271,34.3,27.2,1133.6,1107.8,725.8,1738.6,856.9,14.4,2.2,113.5,6,24,0,14
2010/6/16 15:00,1.2472,32.3,22.7,1093.4,997.5,834.1,1643.1,852.7,11.9,2,117.6,6,24,0,15
2010/6/16 16:00,1.2877,32,27,1112,1004.2,844.8,1842.9,845.7,12.8,2.3,125.7,6,24,0,16
2010/6/16 17:00,1.1855,32.9,23.9,1099.9,1107.7,739.8,1784,857,13.4,2.4,107.2,6,24,0,17
2010/6/16 18:00,1.1415,29.1,23.6,985.1,1037.9,807,1719.6,850.4,11.7,2.4,108.8,6,24,0,18
2010/6/16 19:00,1.1968,27.5,30.4,1232.9,1236.5,739.9,2105.2,1143.3,17.4,3.3,159.6,6,24,0,19
2010/6/16 20:00,1.1981,26.5,34.3,1114.4,1192.7,736.7,1949.3,1163.2,17.7,3.5,206,6,24,0,20
2010/6/16 21:00,1.2079,25.4,38.4,1107.2,1143.7,779.3,1762,1033.2,13.7,2.5,164.3,6,24,0,21
2010/6/16 22:00,1.2251,24,43.4,1003,1028.6,767.4,1803.2,1080,12.7,2.5,147.3,6,24,0,22
2010/6/16 23:00,1.2226,22.3,48,1028.2,1033.1,697.5,1911.5,1001.6,13.4,2.3,124.4,6,24,0,23
2010/6/17 0:00,1.2325,22.2,48.8,1145.9,1143,786.4,1742.8,1076.1,13.9,2.4,107.4,6,24,0,0
2010/6/17 1:00,1.2446,20.1,53.6,945.8,916.5,871.3,1790.9,963.3,9.7,2.2,105.7,6,24,0,1
2010/6/17 2:00,1.2572,20,51.2,785.8,756,1076.4,1591.1,760.9,4.7,1,54.1,6,24,0,2
2010/6/17 3:00,1.2661,19.3,60,864.2,770.6,1017.2,1476.3,794,4.5,0.8,45.2,6,24,0,3
2010/6/17 4:00,1.2581,18.6,61.5,779.9,701.4,1046.9,1553,730.4,3.5,0.6,31.7,6,24,0,4
2010/6/17 5:00,1.2569,21.2,51.1,806,663.5,1092,1414.1,703,3.6,0.5,35,6,24,0,5
2010/6/17 6:00,1.2635,17.8,59.6,927.4,922.5,836.4,1804.4,976.1,8.7,1.3,124.2,6,24,0,6
2010/6/17 7:00,1.2777,21.4,55.6,1315.3,1360.2,617.1,2173.8,1452.5,22.2,3.7,264.2,6,24,0,7
2010/6/17 8:00,1.2957,22.6,51.9,1295,1496,578.9,2385,1502.1,25.8,4.6,279,6,24,0,8
2010/6/17 9:00,1.3548,24.7,40,1361.9,1366.5,599.8,2191.8,1706.9,23.2,3.9,295,6,24,0,9
2010/6/17 10:00,1.3603,29.7,38.8,1072.2,920.3,820.3,1739.1,1000.4,10,1.8,162.2,6,24,0,10
2010/6/17 11:00,1.3548,27.1,39.8,1088.6,964.1,832.3,1797.8,931,8.6,1.7,156.6,6,24,0,11
2010/6/17 12:00,1.3319,25.8,36.3,985.2,1017.4,841,1624.3,916.9,9.8,1.8,132.1,6,24,0,12
2010/6/17 13:00,1.3244,30.3,30.6,993.7,906.3,813.1,1798.8,834.4,9.4,1.7,109.7,6,24,0,13
2010/6/17 14:00,1.2885,30.4,27.3,1027.1,1000.1,840,1665.2,777.9,10.2,1.6,118.8,6,24,0,14
2010/6/17 15:00,1.3058,32.1,27.8,1008,1005.9,828.1,1690.1,746.9,9.2,1.9,118.8,6,24,0,15
2010/6/17 16:00,1.3306,30.6,30,1054.6,948.4,921.9,1566.1,713.3,9.3,1.6,110,6,24,0,16
2010/6/17 17:00,1.3689,31.1,28.5,1087.6,1171.6,686.3,1877.9,1030,14.9,2.6,176,6,24,0,17
2010/6/17 18:00,1.3686,31.6,31.1,1200.5,1306.6,676.2,2186.1,1085.8,18.2,3.7,169.2,6,24,0,18
2010/6/17 19:00,1.3169,29.3,33.4,1097.1,1122.4,740.5,1907,968.6,16.3,3.5,168.6,6,24,0,19
2010/6/17 20:00,1.342,27,35.2,1166.6,1092.2,754,1901.8,1086.8,15,3,169.6,6,24,0,20
2010/6/17 21:00,1.3389,24.3,39.3,946.7,854.5,860.4,1574.5,879.8,7.8,1.6,97.8,6,24,0,21
2010/6/17 22:00,1.358,24.9,44.3,1026.2,929,902.7,1724,793.3,9.2,1.7,81.8,6,24,0,22
2010/6/17 23:00,1.394,26.1,44.9,1153.5,1225.4,725,2082.2,1362.4,16,2.9,142.6,6,24,0,23
2010/6/18 0:00,1.3914,22.6,46.8,982.6,949,775.2,1698.5,1130.2,10.2,1.8,122.4,6,24,0,0
2010/6/18 1:00,1.3777,23.5,50.7,912.6,861.8,964.1,1576.1,918,6.1,0.9,63,6,24,0,1
2010/6/18 2:00,1.3467,23.5,47.6,743.5,618.5,1071.6,1540.4,639.4,3,0.5,31.5,6,24,0,2
2010/6/18 3:00,1.3405,21.3,47.7,739.1,587.1,1226.1,1431,485,2.4,0.4,26.2,6,24,0,3
2010/6/18 4:00,1.3184,21.7,46.2,717.8,551,1309.4,1390,535.5,1.7,0.3,18,6,24,0,4
2010/6/18 5:00,1.3002,21,48.1,767.2,615.4,1142.7,1365.1,570.6,2.6,0.4,28.6,6,24,0,5
2010/6/18 6:00,1.28,21.2,50.9,854.6,883,890.2,1550.1,737.2,6.8,0.8,68.2,6,24,0,6
2010/6/18 7:00,1.2758,20.8,50,1055.6,1111.3,739.4,2037.3,1099.8,15.1,2.1,172.4,6,24,0,7
2010/6/18 8:00,1.3156,22.3,45,1266.8,1461.1,529.6,2572.5,1606.8,28.5,4.1,248.9,6,24,0,8
2010/6/18 9:00,1.3552,24.2,41.2,1187.5,1411.9,599,2157,1583.4,20.4,3.6,290.4,6,24,0,9
